RT,Intensity
1.2612339,0.0
1.2666859,0.0
1.2721464,0.0
1.277615,0.0
1.2830526,0.0
1.2885149,0.0
1.293965,0.0
1.2994316,0.0
1.3050024,0.0
1.3106753,0.0
1.3161064,0.0
1.3215877,0.0
1.3270105,0.0
1.3324689,0.0
1.3379271,0.0
1.3433772,0.0
1.3488458,0.0
1.3542875,0.0
1.3597332,0.0
1.3651833,0.0
1.3706394,0.0
1.3761144,0.0
1.3815372,0.0
1.3870206,0.0
1.3926748,0.0
1.3982371,0.0
1.4036891,0.0
1.4091537,0.0
1.4145975,0.0
1.4200536,0.0
1.4257015,0.0
1.4312744,0.0
1.436739,0.0
1.4421951,0.0
1.4476389,0.0
1.4530909,0.0
1.4585513,0.0
1.4639929,0.0
1.4694658,0.0
1.4749282,0.0
1.4804262,0.0
1.4858428,0.0
1.4913032,0.0
1.4968615,0.0
1.5025177,0.0
1.5079697,0.0
1.5134468,0.0
1.5188717,0.0
1.5244301,0.0
1.5300925,0.0
1.535534,0.0
1.5409924,0.0
1.5464423,0.0
1.5518882,0.0
1.5573423,0.0
1.5627923,0.0
1.5682401,0.0
1.5736922,0.0
1.5790254,0.0
1.5834046,0.0
1.5877837,0.0
1.5921629,0.0
1.596542,0.0
1.6009211,0.0
1.6053003,0.0
1.6096794,0.0
1.6140585,0.0
1.6184377,0.0
1.6228168,0.0
1.627196,0.0
1.6315751,0.0
1.6359543,0.0
1.6403333,0.0
1.6447126,0.0
1.6490916,0.0
1.6534708,0.0
1.6578499,0.0
1.6622291,0.0
1.6666081,0.0
1.6709873,0.0
1.6753664,0.0
1.6797456,0.0
1.6841247,0.0
1.6885038,0.0
1.692883,0.0
1.6972621,0.0
1.7028183,0.0
1.7085037,0.0
1.7139265,0.0
1.7193995,0.0
1.7248556,0.0
1.7302806,0.0
1.7357618,0.0
1.7411931,0.0
1.7466721,0.0
1.7520972,0.0
1.7575512,0.0
1.7630013,0.0
1.7684532,0.0
1.7739033,0.0
1.7793656,0.0
1.7848387,0.0
1.7903949,0.0
1.7960886,0.0
1.8015259,0.0
1.806951,0.0
1.8124342,0.0
1.8178571,0.0
1.823307,0.0
1.8287612,0.0
1.834209,0.0
1.8396612,0.0
1.8451589,0.0
1.8505674,0.0
1.8560172,0.0
1.8614756,0.0
1.8669255,0.0
1.8725901,0.0
1.8781713,0.0
1.8836546,0.0
1.8890503,0.0
1.8945336,0.0
1.8999669,0.0
1.9054231,0.0
1.9108793,0.0
1.916323,0.0
1.9217876,0.0
1.9272334,0.0
1.9327,0.0
1.9381375,0.0
1.9435937,0.0
1.949052,0.0
1.9544936,0.0
1.9599499,0.0
1.9653998,0.0
1.9708519,0.0
1.9763059,0.0
1.9817643,0.0
1.9872267,0.0
1.9926789,0.0
1.998112,0.0
2.0035683,0.0
2.0090411,0.0
2.0144953,0.0
2.0199473,0.0
2.0253807,0.0
2.0308535,0.0
2.0362973,0.0
2.0418556,0.0
2.0475139,0.0
2.0530868,0.0
2.0587388,0.0
2.0642053,0.0
2.0696637,0.0
2.0750928,0.0
2.080424,0.0
2.0848031,0.0
2.0891823,0.0
2.0935614,0.0
2.0979406,0.0
2.1023197,0.0
2.1066988,0.0
2.1110779,0.0
2.1154571,0.0
2.1198362,0.0
2.1242154,0.0
2.1297737,0.0
2.1354278,0.0
2.1408985,0.0
2.1463277,0.0
2.1517901,0.0
2.1572297,0.0
2.1627109,0.0
2.1681505,0.0
2.1736046,0.0
2.179065,0.0
2.1845066,0.0
2.1899546,0.0
2.1954127,0.0
2.2008649,0.0
2.2063147,0.0
2.2118711,0.0
2.2176314,0.0
2.2230146,0.0
2.2284689,0.0
2.2339104,0.0
2.2393625,0.0
2.2448186,0.0
2.2502624,0.0
2.2557685,0.0
2.2611624,0.0
2.2666268,0.0
2.2720894,0.0
2.2775246,0.0
2.2829997,0.0
2.2884496,0.0
2.2937871,0.0
2.2981662,0.0
2.3025454,0.0
2.3069245,0.0
2.3113037,0.0
2.3156828,0.0
2.3200619,0.0
2.324441,0.0
2.3288202,0.0
2.3331993,0.0
2.3375785,0.0
2.3419576,0.0
2.3463367,0.0
2.3507158,0.0
2.355095,0.0
2.3594741,0.0
2.3638533,0.0
2.3682324,0.0
2.3726116,0.0
2.3769907,0.0
2.3813698,0.0
2.386926,0.0
2.392624,0.0
2.3980342,0.0
2.4034905,0.0
2.4089466,0.0
2.4143925,0.0
2.4198445,0.0
2.4253237,0.0
2.4307861,0.0
2.4362174,0.0
2.4416735,0.0
2.4471173,0.0
2.4525859,0.0
2.4580193,0.0
2.4635171,0.0
2.4689442,0.0
2.4743879,0.0
2.4799463,0.0
2.4856045,0.0
2.491069,0.0
2.4964982,0.0
2.5018231,0.0
2.5062023,0.0
2.5105814,0.0
2.5149606,0.0
2.5193397,0.0
2.5237188,0.0
2.5280979,0.0
2.5324771,0.0
2.5368562,0.0
2.5412354,0.0
2.5456145,0.0
2.5499936,0.0
2.5543728,0.0
2.5599311,0.0
2.5656165,0.0
2.5710538,0.0
2.576506,0.0
2.581808,0.0
2.5861872,0.0
2.5905662,0.0
2.5949454,0.0
2.5993245,0.0
2.6037037,0.0
2.6080828,0.0
2.6124619,0.0
2.616841,0.0
2.6212202,0.0
2.6255993,0.0
2.6299785,0.0
2.6343576,0.0
2.6387368,0.0
2.6431158,0.0
2.647495,0.0
2.6518741,0.0
2.6562533,0.0
2.6606324,0.0
2.6650116,0.0
2.6693907,0.0
2.6737699,0.0
2.678149,0.0
2.6825281,0.0
2.6869072,0.0
2.6912864,0.0
2.6956655,0.0
2.7000447,0.0
2.7044237,0.0
2.7088029,0.0
2.713182,0.0
2.7175612,0.0
2.7219403,0.0
2.7263195,0.0
2.7320027,0.0
2.7375464,0.0
2.7430089,0.0
2.7484568,0.0
2.753936,0.0
2.759415,0.0
2.7648525,0.0
2.7703253,0.0
2.7757629,0.0
2.7812044,0.0
2.7866669,0.0
2.7921085,0.0
2.7975566,0.0
2.8030147,0.0
2.8085085,0.0
2.8139375,0.0
2.819373,0.0
2.8248396,0.0
2.8302729,0.0
2.8357499,0.0
2.8411729,0.0
2.846654,0.0
2.8520915,0.0
2.8575393,0.0
2.8630144,0.0
2.8684997,0.0
2.8739039,0.0
2.8793829,0.0
2.8848038,0.0
2.8902766,0.0
2.8957079,0.0
2.9012662,0.0
2.9069183,0.0
2.9123952,0.0
2.9178244,0.0
2.9232784,0.0
2.9287326,0.0
2.9342138,0.0
2.9396493,0.0
2.9451262,0.0
2.9505637,0.0
2.9560199,0.0
2.9614803,0.0
2.9669386,0.0
2.9726156,0.0
2.9781885,0.0
2.9836281,0.0
2.989078,0.0
2.9945509,0.0
3.0000133,0.0
3.0055113,0.0
3.0109466,0.0
3.0163904,0.0
3.0218569,0.0
3.0273195,0.0
3.0327714,0.0
3.038234,0.0
3.0436776,0.0
3.0491589,0.0
3.0545963,0.0
3.0600463,0.0
3.0654941,0.0
3.0709671,0.0
3.0763961,0.0
3.0818566,0.0
3.0873273,0.0
3.0927628,0.0
3.098221,0.0
3.1036773,0.0
3.1091272,0.0
3.1147897,0.0
3.1203771,0.0
3.1258021,0.0
3.1312541,0.0
3.1365437,0.0
3.1409228,0.0
3.1453019,0.0
3.1496811,0.0
3.1540602,0.0
3.1584393,0.0
3.1628185,0.0
3.1671976,0.0
3.1715767,0.0
3.1759559,0.0
3.1803351,0.0
3.1847141,0.0
3.1890933,0.0
3.1934724,0.0
3.1978516,0.0
3.2022307,0.0
3.2066098,0.0
3.2109889,0.0
3.2153681,0.0
3.2197472,0.0
3.2241264,0.0
3.2285055,0.0
3.2328846,0.0
3.2372638,0.0
3.2416429,0.0
3.246022,0.0
3.2504012,0.0
3.2547803,0.0
3.2591595,0.0
3.2635386,0.0
3.2679177,0.0
3.2722968,0.0
3.276676,0.0
3.2810551,0.0
3.2854343,0.0
3.2898134,0.0
3.2982008,0.0
3.3038633,0.0
3.3093174,0.0
3.3147737,0.0
3.3202569,0.0
3.3256965,0.0
3.3300756,0.0
3.3344548,0.0
3.3388339,0.0
3.3432131,0.0
3.3475921,0.0
3.3519713,0.0
3.3563504,0.0
3.3607296,0.0
3.3651087,0.0
3.3694878,0.0
3.373867,0.0
3.3782461,0.0
3.3826252,0.0
3.3870044,0.0
3.3913835,0.0
3.3957627,0.0
3.4001418,0.0
3.404521,0.0
3.4089,0.0
3.4132792,0.0
3.4176583,0.0
3.4220375,0.0
3.4264166,0.0
3.4307958,0.0
3.4351749,0.0
3.439554,0.0
3.4439331,0.0
3.4483123,0.0
3.4526914,0.0
3.4570706,0.0
3.4614497,0.0
3.4658288,0.0
3.4713872,0.0
3.4770684,0.0
3.4825266,0.0
3.4879579,0.0
3.493414,0.0
3.4989724,0.0
3.5046557,0.0
3.5100868,0.0
3.5157806,0.0
3.521318,0.0
3.526793,0.0
3.5322387,0.0
3.5377345,0.0
3.5431678,0.0
3.5486262,0.0
3.5543511,0.0
3.5598719,0.0
3.5653386,0.0
3.5707697,0.0
3.5762302,0.0
3.5816821,0.0
3.5871509,0.0
3.592582,0.0
3.5980446,0.0
3.6034903,0.0
3.6089841,0.0
3.614409,0.0
3.6198632,0.0
3.6253193,0.0
3.6307714,0.0
3.6362463,0.0
3.6417214,0.0
3.6471608,0.0
3.6526109,0.0
3.6580712,0.0
3.6635421,0.0
3.6691004,0.0
3.6747629,0.0
3.6802085,0.0
3.6856627,0.0
3.6911085,0.0
3.6965814,0.0
3.701898,0.0
3.7062772,0.0
3.7106563,0.0
3.7150354,0.0
3.7194145,0.0
3.7237937,0.0
3.7281728,0.0
3.732552,0.0
3.7369311,0.0
3.7413102,0.0
3.7456894,0.0
3.7500685,0.0
3.7544476,0.0
3.7588268,0.0
3.7632059,0.0
3.7675851,0.0
3.7719642,0.0
3.7763433,0.0
3.7807224,0.0
3.7851016,0.0
3.7894807,0.0
3.7938599,0.0
3.798239,0.0
3.8026181,0.0
3.8069973,0.0
3.8113764,0.0
3.8157555,0.0
3.8201347,0.0
3.8245138,0.0
3.8288929,0.0
3.8332721,0.0
3.8376513,0.0
3.8420303,0.0
3.8477741,0.0
3.8534324,0.0
3.8591157,0.0
3.864653,0.0
3.8701302,0.0
3.8755572,0.0
3.8799364,0.0
3.8843155,0.0
3.8886946,0.0
3.8930737,0.0
3.8974529,0.0
3.901832,0.0
3.9062112,0.0
3.9105903,0.0
3.9149694,0.0
3.9193485,0.0
3.9237277,0.0
3.9281068,0.0
3.932486,0.0
3.9368651,0.0
3.9412443,0.0
3.9456233,0.0
3.9500025,0.0
3.9543816,0.0
3.9587608,0.0
3.9631399,0.0
3.9675191,0.0
3.9718982,0.0
3.9762774,0.0
3.9806564,0.0
3.9850356,0.0
3.9894147,0.0
3.9937939,0.0
3.998173,0.0
4.0025522,0.0
4.0069313,0.0
4.0113105,0.0
4.0156895,0.0
4.0200687,0.0
4.0244478,0.0
4.028827,0.0
4.0343853,0.0
4.0400457,0.0
4.0454935,0.0
4.0509914,0.0
4.0564226,0.0
4.0618684,0.0
4.0673183,0.0
4.0727892,0.0
4.0782453,0.0
4.0837016,0.0
4.0891515,0.0
4.0946224,0.0
4.1000639,0.0
4.1055598,0.0
4.1109638,0.0
4.1164764,0.0
4.1219054,0.0
4.1273701,0.0
4.1328137,0.0
4.1371929,0.0
4.141572,0.0
4.1459512,0.0
4.1503303,0.0
4.1547094,0.0
4.1602677,0.0
4.1659802,0.0
4.1714322,0.0
4.1768905,0.0
4.1823341,0.0
4.1878051,0.0
4.1932299,0.0
4.1987216,0.0
4.2041861,0.0
4.2096215,0.0
4.2150985,0.0
4.2205548,0.0
4.2260026,0.0
4.2314588,0.0
4.2369254,0.0
4.2423775,0.0
4.247842,0.0
4.2535546,0.0
4.2591024,0.0
4.2645628,0.0
4.2700252,0.0
4.2754732,0.0
4.2811669,0.0
4.2867376,0.0
4.2921814,0.0
4.29765,0.0
4.3031084,0.0
4.3085666,0.0
4.3140208,0.0
4.319479,0.0
4.3249395,0.0
4.3303956,0.0
4.3358561,0.0
4.3413143,0.0
4.3467643,0.0
4.3522205,0.0
4.3576768,0.0
4.3631287,0.0
4.3686871,0.0
4.3743704,0.0
4.3798286,0.0
4.385289,0.0
4.3907473,14017.8955078125
4.3962056,0.0
4.4016555,0.0
4.4071117,0.0
4.4125659,0.0
4.4202993,0.0
4.4259846,0.0
4.4314324,0.0
4.4368846,0.0
4.4425824,0.0
4.4481406,0.0
4.4536969,0.0
4.4593761,0.0
4.464701,0.0
4.4690801,0.0
4.4734592,0.0
4.4778384,0.0
4.4822175,0.0
4.4921466,0.0
4.4978361,0.0
4.5032882,0.0
4.5112569,0.0
4.5169631,0.0
4.5224068,0.0
4.5279964,0.0
4.5336714,0.0
4.5391275,0.0
4.5446171,0.0
4.5503067,0.0
4.5558482,0.0
4.5642232,0.0
4.5698919,0.0
4.5753606,0.0
4.5874668,0.0
4.5931334,0.0
4.5988083,0.0
4.6043833,0.0
4.6142979,0.0
4.6199811,0.0
4.6254435,0.0
4.6308935,0.0
4.6363539,0.0
4.6420226,0.0
4.6475934,0.0
4.6529954,0.0
4.6651079,0.0
4.6707204,0.0
4.6830411,0.0
4.6886619,0.0
4.6941139,0.0
4.7025285,0.0
4.7081493,0.0
4.7136118,0.0
4.7190617,0.0
4.7290074,0.0
4.7346282,0.0
4.7467865,0.0
4.7524115,0.0
4.7601593,0.0
4.765751,0.0
4.7713697,0.0
4.7768217,0.0
4.7822737,0.0
4.787728,0.0
4.7976403,0.0
4.8032694,0.0
4.8110361,0.0
4.8166923,0.0
4.8244901,0.0
4.8330026,0.0
4.83864,0.0
4.8440962,0.0
4.8518962,0.0
4.8575378,0.0
4.8629877,0.0
4.8685586,0.0
4.8741961,0.0
4.8796438,0.0
4.8850959,0.0
4.8905438,0.0
4.8961021,0.0
4.9017396,0.0
4.9071915,0.0
4.9156041,0.0
4.9212666,0.0
4.9268394,0.0
4.932481,0.0
4.9379351,0.0
4.9433831,0.0
4.9488329,0.0
4.9571642,0.0
4.9628162,0.0
4.9682641,0.0
4.9738849,0.0
4.9795349,0.0
4.9849848,0.0
4.9904348,0.0
4.9958889,0.0
5.004268,0.0
5.0099221,0.0
5.0156804,0.0
5.0213325,0.0
5.0267824,0.0
5.0322345,0.0
5.0376865,0.0
5.0432907,0.0
5.0489469,0.0
5.0543947,0.0
5.0598488,0.0
5.0654364,0.0
5.0710947,0.0
5.0816362,0.0
5.0873175,0.0
5.095709,0.0
5.1013736,0.0
5.1068297,0.0
5.1122818,0.0
5.1177401,0.0
5.1260797,0.0
5.1317463,0.0
5.1372004,0.0
5.1426567,0.0
5.1481107,0.0
5.1535669,0.0
5.159021,0.0
5.1644731,0.0
5.1699314,0.0
5.1756543,0.0
5.1813272,0.0
5.1867854,0.0
5.19245,0.0
5.1980667,0.0
5.2035291,0.0
5.2090854,0.0
5.2147645,0.0
5.2202268,0.0
5.2256852,0.0
5.2311393,0.0
5.2366081,0.0
5.2420475,0.0
5.2474997,0.0
5.2529599,0.0
5.2584163,0.0
5.2638724,0.0
5.2693244,0.0
5.2737036,0.0
5.2780828,0.0
5.2824618,0.0
5.286841,0.0
5.2912201,0.0
5.2955993,0.0
5.2999784,0.0
5.3043576,0.0
5.3087366,0.0
5.3131158,0.0
5.3174949,0.0
5.3218741,0.0
5.3262532,0.0
5.3306324,0.0
5.3350115,0.0
5.3393907,0.0
5.3437698,0.0
5.3481489,0.0
5.3525301,0.0
5.358151,0.0
5.3638426,0.0
5.3692924,0.0
5.3747529,0.0
5.380209,0.0
5.3856654,0.0
5.3911298,0.0
5.3965798,0.0
5.402184,0.0
5.4078985,0.0
5.4133463,0.0
5.4187922,0.0
5.4242629,0.0
5.4297171,0.0
5.4351982,0.0
5.4406608,0.0
5.446094,0.0
5.4517191,0.0
5.4571793,0.0
5.4626544,0.0
5.4681105,0.0
5.4735626,0.0
5.479023,0.0
5.4844979,0.0
5.4899624,0.0
5.4954437,0.0
5.5032895,0.0
5.5090561,0.0
5.5145018,0.0
5.5199957,0.0
5.5254622,0.0
5.5298414,0.0
5.5342205,0.0
5.5385996,0.0
5.5429788,0.0
5.547358,0.0
5.551737,0.0
5.5561162,0.0
5.5604953,0.0
5.5648724,0.0
5.5692536,0.0
5.5736307,0.0
5.5780118,0.0
5.582391,0.0
5.5867701,0.0
5.5911493,0.0
5.5955284,0.0
5.5999055,0.0
5.6042867,0.0
5.6086637,0.0
5.6130429,0.0
5.617422,0.0
5.6218011,0.0
5.6261803,0.0
5.6305594,0.0
5.6349386,0.0
5.6393177,0.0
5.6436969,0.0
5.6480759,0.0
5.6524551,0.0
5.6568342,0.0
5.6612134,0.0
5.6655925,0.0
5.6699738,0.0
5.6743508,0.0
5.6787299,0.0
5.683109,0.0
5.6874882,0.0
5.6918673,0.0
5.6962465,0.0
5.7006256,0.0
5.7050047,0.0
5.7093839,0.0
5.713763,0.0
5.7181421,0.0
5.7225213,0.0
5.7269004,0.0
5.7312796,0.0
5.7356586,0.0
5.7413357,0.0
5.7471253,0.0
5.7525815,0.0
5.7569606,0.0
5.7613397,0.0
5.7657189,0.0
5.770098,0.0
5.7744772,0.0
5.7788563,0.0
5.7832354,0.0
5.7876146,0.0
5.7919937,0.0
5.7963728,0.0
5.800752,0.0
5.8051311,0.0
5.8095102,0.0
5.8138894,0.0
5.8182685,0.0
5.8226476,0.0
5.8270268,0.0
5.8314059,0.0
5.8357851,0.0
5.8401642,0.0
5.8445433,0.0
5.8489224,0.0
5.8533016,0.0
5.8576807,0.0
5.8620599,0.0
5.866439,0.0
5.8708182,0.0
5.8751973,0.0
5.8795765,0.0
5.8839555,0.0
5.8883347,0.0
5.8927138,0.0
5.897093,0.0
5.9014721,0.0
5.9058512,0.0
5.9102304,0.0
5.9146095,0.0
5.9189886,0.0
5.9233679,0.0
5.9277469,0.0
5.9321261,0.0
5.9365052,0.0
5.9408844,0.0
5.9452634,0.0
5.9496426,0.0
5.9540217,0.0
5.9597488,0.0
5.9654904,0.0
5.9709466,0.0
5.9753257,0.0
5.9797049,0.0
5.984084,0.0
5.9884632,0.0
5.9928423,0.0
5.9972215,0.0
6.0016026,0.0
6.0059798,0.0
6.0103588,0.0
6.014738,0.0
6.0191171,0.0
6.0234963,0.0
6.0278754,0.0
6.0322545,0.0
6.0366336,0.0
6.0410128,0.0
6.0453919,0.0
6.049771,0.0
6.0541502,0.0
6.0585293,0.0
6.0629084,0.0
6.0672876,0.0
6.0716667,0.0
6.0760459,0.0
6.080425,0.0
6.0848062,0.0
6.0891833,0.0
6.0935625,0.0
6.0979415,0.0
6.1023207,0.0
6.1066998,0.0
6.111079,0.0
6.1154581,0.0
6.1198373,0.0
6.1242163,0.0
6.1285955,0.0
6.1329746,0.0
6.1373538,0.0
6.1417329,0.0
6.146112,0.0
6.1504912,0.0
6.1548704,0.0
6.1592494,0.0
6.1636286,0.0
6.1680077,0.0
6.1723869,0.0
6.176766,0.0
6.1811451,0.0
6.1855242,0.0
6.1899034,0.0
6.1942825,0.0
6.1986617,0.0
6.2030408,0.0
6.20742,0.0
6.2117991,0.0
6.2161782,0.0
6.2205573,0.0
6.2249365,0.0
6.2293156,0.0
6.2336948,0.0
6.2380739,0.0
6.2424531,0.0
6.2468321,0.0
6.2512114,0.0
6.2555904,0.0
6.2599696,0.0
6.2643487,0.0
6.2687278,0.0
6.273107,0.0
6.2774861,0.0
6.2818652,0.0
6.2862444,0.0
6.2906235,0.0
6.2950026,0.0
6.2993818,0.0
6.3037609,0.0
6.3081401,0.0
6.3125193,0.0
6.3168983,0.0
6.3212775,0.0
6.3256566,0.0
6.3300358,0.0
6.3344149,0.0
6.3387941,0.0
6.3431731,0.0
6.3475523,0.0
6.3519314,0.0
6.3563105,0.0
6.3606897,0.0
6.3650689,0.0
6.3694479,0.0
6.3738271,0.0
6.3782062,0.0
6.3825854,0.0
6.3869645,0.0
6.3913437,0.0
6.3957228,0.0
6.4001019,0.0
6.404481,0.0
6.4088602,0.0
6.4132393,0.0
6.4176185,0.0
6.4219976,0.0
6.4263768,0.0
6.4307558,0.0
6.435135,0.0
6.4395141,0.0
6.4438933,0.0
6.4482724,0.0
6.4526516,0.0
6.4570307,0.0
6.4614099,0.0
6.4657889,0.0
6.4701681,0.0
6.4745472,0.0
6.4789264,0.0
6.4833055,0.0
6.4876847,0.0
6.4920638,0.0
6.4964429,0.0
6.500822,0.0
6.5052013,0.0
6.5095803,0.0
6.5139595,0.0
6.5183386,0.0
6.5227177,0.0
6.5270968,0.0
6.531476,0.0
6.5358551,0.0
6.5402343,0.0
6.5446134,0.0
6.5489926,0.0
6.5533717,0.0
6.5577509,0.0
6.5621299,0.0
6.5665091,0.0
6.5708882,0.0
6.5752674,0.0
6.5796465,0.0
6.5840257,0.0
6.5884047,0.0
6.592784,0.0
6.597163,0.0
6.6015422,0.0
6.6059213,0.0
6.6103005,0.0
6.6146796,0.0
6.6190587,0.0
6.6234378,0.0
6.627817,0.0
6.6321961,0.0
6.6365752,0.0
6.6409544,0.0
6.6453335,0.0
6.6497126,0.0
6.6540918,0.0
6.6584709,0.0
6.6628501,0.0
6.6672292,0.0
6.6716084,0.0
6.6759875,0.0
6.6803667,0.0
6.6847457,0.0
6.6891249,0.0
6.693504,0.0
6.6978832,0.0
6.7022623,0.0
6.7066415,0.0
6.7110206,0.0
6.7153997,0.0
6.7197788,0.0
6.724158,0.0
6.7285371,0.0
6.7329163,0.0
6.7372954,0.0
6.7416745,0.0
6.7460536,0.0
6.7504328,0.0
6.7548119,0.0
6.7591911,0.0
6.7635702,0.0
6.7679473,0.0
6.7723263,0.0
6.7767055,0.0
6.7810868,0.0
6.7854638,0.0
6.789845,0.0
6.7942221,0.0
6.7986012,0.0
6.8029804,0.0
6.8073595,0.0
6.8117407,0.0
6.8161177,0.0
6.8204969,0.0
6.8248781,0.0
6.8292552,0.0
6.8336364,0.0
6.8380155,0.0
6.8423925,0.0
6.8467717,0.0
6.8511508,0.0
6.85553,0.0
6.8599091,0.0
6.8642882,0.0
6.8686673,0.0
6.8730465,0.0
6.8774256,0.0
6.8818048,0.0
6.8861839,0.0
6.890563,0.0
6.8949422,0.0
6.8993213,0.0
6.9037004,0.0
6.9080796,0.0
6.9124587,0.0
6.9168379,0.0
6.9212191,0.0
6.9255962,0.0
6.9299752,0.0
6.9343544,0.0
6.9387335,0.0
6.9431127,0.0
6.9474918,0.0
6.951871,0.0
6.9562501,0.0
6.9606292,0.0
6.9650083,0.0
6.9693875,0.0
6.9737666,0.0
6.9781458,0.0
6.9825249,0.0
6.9869041,0.0
6.9912831,0.0
6.9956623,0.0
7.0000414,0.0
7.0044206,0.0
7.0087997,0.0
7.0131789,0.0
7.017558,0.0
7.0219372,0.0
7.0263162,0.0
7.0306954,0.0
7.0350745,0.0
7.0394537,0.0
7.0438328,0.0
7.048212,0.0
7.052591,2262.53857421875
7.0569702,0.0
7.0613493,0.0
7.0657285,0.0
7.0701076,0.0
7.0744869,0.0
7.0788659,0.0
7.083245,0.0
7.0876242,0.0
7.0920034,0.0
7.0963824,0.0
7.1007616,0.0
7.1051407,0.0
7.1095199,0.0
7.113899,0.0
7.1182781,0.0
7.1226572,0.0
